dt,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2006-12-18,1.530434722222222,0.11235555555555554,241.23169444444446,6.421666666666666,0.7381944444444445,1.820138888888889,9.734722222222222
2006-12-19,1.1570791666666664,0.10482083333333332,241.99931249999995,4.92638888888889,0.5826388888888889,5.279166666666668,4.303472222222223
2006-12-20,1.545658333333333,0.11180416666666665,242.30806249999998,6.467361111111113,0.0,1.8388888888888892,9.765972222222224
2006-12-21,1.1967277777777776,0.1003013888888889,241.03917361111118,5.046111111111109,1.2256944444444444,1.8694444444444447,7.26111111111111
2006-12-22,1.6259291666666666,0.12979583333333333,241.18454861111115,6.872916666666666,2.1881944444444446,0.24305555555555558,7.72986111111111
2006-12-23,3.3148513888888886,0.1537986111111111,240.13607638888894,14.028055555555554,1.8534722222222222,0.2951388888888889,10.226388888888888
2006-12-24,1.7708416666666678,0.10409722222222222,241.68743749999996,7.640416666666667,1.1826388888888888,3.5291666666666663,4.785416666666666
2006-12-25,1.9049444444444443,0.16686111111111113,243.39993055555553,7.951527777777777,4.597222222222222,1.3625,4.024305555555556
2006-12-26,2.7320208333333333,0.11465416666666667,241.62543749999998,11.347916666666665,0.7541666666666668,1.7590277777777776,10.402083333333334
2006-12-27,1.061638888888889,0.1242375,243.7673611111111,4.517499999999998,0.0,0.21805555555555556,4.844444444444444
2006-12-28,1.4393319444444443,0.14505277777777778,243.26833333333335,6.086249999999999,1.532638888888889,3.06875,6.372222222222223
2006-12-29,2.2044388888888897,0.13638472222222223,240.87130555555552,9.271388888888891,0.8694444444444445,3.584722222222222,7.867361111111112
2006-12-30,1.9417416666666665,0.2167652777777778,240.53968750000004,8.300416666666665,2.1333333333333333,5.48125,8.691666666666666
2006-12-31,2.426525,0.10475833333333338,239.8965763888889,10.199583333333335,0.0,0.24097222222222217,4.515277777777778
2007-01-01,1.9090305555555556,0.10289305555555556,240.12897916666668,7.916944444444446,0.0,0.24444444444444438,4.083333333333333
2007-01-02,0.8814138888888889,0.13218194444444445,241.9437777777778,3.7140277777777766,0.0,0.24166666666666667,4.5569444444444445
2007-01-03,0.7042041666666666,0.1366166666666667,243.55709027777775,3.0140277777777786,0.0,0.2388888888888889,3.3090277777777772
2007-01-04,2.2634805555555557,0.14048750000000002,239.7502986111111,9.478194444444442,0.7298611111111111,5.2756944444444445,7.566666666666666
2007-01-05,1.8842805555555555,0.12024583333333334,240.4957638888889,7.8851388888888865,1.0298611111111111,0.26319444444444434,5.279166666666668
2007-01-06,1.047484722222222,0.1334638888888889,239.67305555555552,4.543888888888888,0.9277777777777777,0.2791666666666667,3.943055555555556
2007-01-07,1.6997361111111111,0.17088472222222226,240.90248611111113,7.282638888888889,1.3798611111111112,5.678472222222222,8.895833333333334
2007-01-08,1.5564999999999998,0.14414444444444446,239.57695138888892,6.551666666666665,0.0,0.32430555555555557,12.185416666666669
2007-01-09,1.2979541666666667,0.14392222222222226,240.48752083333332,5.521111111111111,1.1722222222222223,2.963194444444445,6.798611111111112
2007-01-10,1.496388888888889,0.15864722222222225,241.02745138888886,6.357777777777778,0.5354166666666667,3.0944444444444437,7.647222222222222
2007-01-11,1.566106944444444,0.15973611111111113,241.1556875,6.658333333333334,0.9569444444444445,1.506944444444444,8.621527777777779
2007-01-12,1.014788888888889,0.1382916666666667,241.53820833333336,4.309166666666666,0.0,0.3048611111111111,5.747222222222223
2007-01-13,2.213065277777778,0.20190000000000005,239.28361111111113,9.453055555555558,5.420833333333334,2.065972222222222,7.875694444444444
2007-01-14,2.0898902777777772,0.15783194444444446,238.82255555555557,8.966805555555554,1.2340277777777777,2.927083333333334,9.010416666666666
2007-01-15,1.4921375,0.12143055555555556,241.24090972222214,6.261527777777778,0.7631944444444444,1.554861111111111,10.52986111111111
2007-01-16,1.171113888888889,0.12876944444444444,241.9447569444445,4.9759722222222225,1.4326388888888892,0.4472222222222222,4.571527777777778
2007-01-17,1.9775611111111109,0.1394111111111111,241.00525000000002,8.283888888888889,2.430555555555556,3.984027777777778,11.155555555555553
2007-01-18,1.2649041666666665,0.1234111111111111,240.8935972222222,5.3425,0.0,0.2333333333333334,9.36875
2007-01-19,1.0280833333333332,0.11809166666666665,240.16094444444445,4.37625,1.4604166666666665,0.22916666666666666,4.980555555555555
2007-01-20,2.1762027777777777,0.16552916666666664,238.8674722222222,9.348055555555552,3.0027777777777778,3.6263888888888896,7.944444444444446
2007-01-21,2.366154166666666,0.1595388888888889,238.9681180555555,10.190694444444448,7.184722222222223,3.8659722222222217,8.05486111111111
2007-01-22,1.5142319444444443,0.1171125,241.60313194444453,6.355277777777779,0.7319444444444446,2.071527777777778,7.889583333333334
2007-01-23,1.2344722222222224,0.09602777777777778,242.76255555555545,5.260833333333335,0.0,0.7388888888888888,3.514583333333333
2007-01-24,2.0748986111111116,0.12365277777777778,241.45769444444443,8.733611111111111,2.4055555555555554,1.722222222222222,8.155555555555557
2007-01-25,1.108572222222222,0.10011111111111111,243.4243611111111,4.629305555555557,0.8041666666666667,0.18194444444444444,7.804861111111112
2007-01-26,1.1235916666666665,0.09923749999999998,242.7717916666666,4.721388888888888,0.8076388888888889,0.18125,5.720833333333332
2007-01-27,1.4194944444444448,0.10294583333333335,241.61656944444442,5.949861111111112,0.8125,2.7055555555555557,8.593055555555557
2007-01-28,2.146936111111111,0.10654583333333333,240.30504166666665,9.13125,2.4069444444444446,2.77638888888889,8.377083333333333
2007-01-29,1.37685,0.11506666666666666,240.9295972222222,5.7888888888888905,0.7798611111111112,0.2041666666666667,10.593055555555557
2007-01-30,1.1859708333333334,0.1256486111111111,241.840875,5.028194444444444,0.7798611111111112,0.9888888888888889,5.659027777777777
2007-01-31,1.6414944444444444,0.12915833333333335,239.92113194444445,6.923611111111111,0.0,4.131944444444445,10.452777777777778
2007-02-01,1.2671944444444443,0.10435,240.39213888888887,5.3325000000000005,0.8125,0.26805555555555555,9.128472222222223
2007-02-02,1.15815,0.09690416666666668,240.33438888888887,4.8708333333333345,0.0,0.2472222222222222,7.873611111111111
2007-02-03,2.798418055555555,0.17071111111111115,238.9101944444445,11.815972222222221,3.295833333333334,3.1756944444444444,12.384722222222223
2007-02-04,2.4971805555555555,0.12950972222222223,239.63333333333335,10.565416666666668,2.354861111111111,3.1923611111111114,10.050000000000002
2007-02-05,1.1425555555555555,0.10224166666666666,240.8103125,4.8204166666666675,0.6222222222222222,1.7805555555555557,5.450694444444444
2007-02-06,0.8843611111111112,0.09900416666666666,241.26415972222216,3.7719444444444457,0.8229166666666665,0.28125,3.1368055555555556
2007-02-07,1.6166791666666667,0.12340833333333334,241.14969444444446,6.791666666666667,2.2909722222222224,2.439583333333333,8.323611111111111
2007-02-08,1.2509819444444445,0.09645555555555556,241.79730555555557,5.248333333333333,1.5458333333333334,0.2541666666666666,7.053472222222222
2007-02-09,1.1251375,0.10976805555555554,241.7404444444444,4.727222222222223,0.0,2.1145833333333335,6.784722222222221
2007-02-10,1.9648111111111106,0.13400972222222227,240.0368263888889,8.303749999999999,3.521527777777777,1.965972222222222,10.003472222222223
2007-02-11,2.4800194444444443,0.14188472222222223,239.5061458333333,10.526805555555558,1.6875,3.309027777777778,9.106944444444446
2007-02-12,1.3038958333333335,0.09493333333333333,240.09850000000003,5.503472222222221,1.5465277777777775,0.2770833333333333,7.997916666666666
2007-02-13,0.9823236111111111,0.09352638888888887,241.16685416666664,4.14375,0.0,1.9638888888888892,4.344444444444444
2007-02-14,1.7351888888888887,0.14062916666666667,240.3753888888889,7.315138888888889,2.288194444444444,2.634027777777778,8.040972222222221
2007-02-15,1.3787125,0.1152527777777778,240.66922222222217,5.820277777777779,0.0,1.6409722222222225,9.741666666666667
2007-02-16,1.182311111111111,0.10533750000000004,240.82094444444445,5.046527777777778,0.7972222222222222,0.5965277777777779,6.034027777777776
2007-02-17,1.4423000000000001,0.16594999999999996,239.31603472222218,6.129166666666667,1.2256944444444446,1.5458333333333334,4.970138888888889
2007-02-18,2.6595569444444442,0.17744583333333333,239.17080555555557,11.238888888888889,4.240972222222222,5.5576388888888895,9.11736111111111
2007-02-19,1.5184819444444442,0.12262777777777778,239.78958333333333,6.442222222222221,1.1347222222222222,2.013888888888889,9.086805555555555
2007-02-20,2.1874499999999997,0.12997083333333337,239.8654444444444,9.168472222222222,1.429166666666667,3.604861111111111,6.745138888888889
2007-02-21,1.4394958333333332,0.1318541666666667,240.46096527777783,6.074444444444443,2.449305555555555,1.6194444444444442,8.019444444444444
2007-02-22,2.343302777777778,0.0961527777777778,238.63098611111107,9.87097222222222,0.9798611111111111,2.869444444444445,8.532638888888888
2007-02-23,0.9121388888888889,0.10371111111111113,240.68596527777777,3.825416666666667,0.0,0.34930555555555554,7.490277777777778
2007-02-24,0.4964736111111112,0.08486250000000001,239.86310416666663,2.085833333333333,0.0,0.25208333333333327,2.473611111111111
2007-02-25,0.3484305555555556,0.07898333333333335,241.6815486111112,1.4622222222222216,0.0,0.22847222222222222,1.1527777777777777
